o_n,o_d,a_n,a_d,period
20183,7505,11035,5637,44836
48797,3879,86549,76772,2054544
16354,8511,1705,262,3780
25339,19531,15474,899,21242
12979,9495,8519,6631,20709
2055,1703,32489,649,39988
69286,43361,97789,6679,166928
88253,33199,37038,36769,196202
97764,82553,16273,11237,32579
4596,3481,49681,20748,92988
69494,57263,4297,1542,7086
28895,21039,76171,29514,145148
94900,58867,146,55,324
23964,5531,9250,1241,45454
94574,69499,8083,84,11114
69864,30131,49042,39867,206151
8569,5679,17975,7458,38376
6384,1591,46366,8037,218296
76386,23467,94602,56983,493415
8794,7257,50018,11107,74071
1769,194,45261,27491,663393
61133,15625,90793,56678,576982
93374,57309,1512,1021,4127
76594,1415,71300,55993,6890375
14501,7206,48611,9921,117787
16737,15958,74339,60843,141781
70791,14804,15373,14078,140831
32622,27587,29833,23893,63531
84642,49495,3253,2589,9990
12119,1025,98883,69332,1988875
29749,3794,46621,22177,539450
57706,25477,37591,9141,105849
96822,9835,31043,24178,543631
49973,19566,31023,20045,130432
7807,5820,48607,33143,109660
55611,31697,42755,11729,95590
91617,55367,28619,17442,76218
74081,26772,94583,25484,332238
64306,47695,65360,24029,120521
8717,3932,97221,8527,234436
22593,6605,98631,974,340708
99665,353,82309,59986,40175159
70133,36586,83516,40489,237709
92181,89932,15365,2258,18064
25986,20285,45571,12339,74185
98413,88763,36059,27857,70865
24794,11989,29086,28361,118804
31027,2897,19241,2223,229880
13287,3044,75709,44289,523789
93512,48455,21335,8176,56952
64482,8687,18028,14779,243520
88321,63426,43997,31701,105410
28996,18107,4404,2119,10446
99171,25663,49324,3019,202272
83365,14696,74225,3952,443470
64520,28689,92725,89392,409571
82529,5961,91979,17733,1518944
98467,12736,10152,4205,111000
85801,30652,99347,61061,449013
51788,5813,6245,4927,99531
11565,7832,56568,45089,150110
49099,36398,82544,33713,156825
22264,4285,69577,24045,486441
76848,5615,94331,3742,1342246
8407,6938,13404,5339,22712
34102,29277,2363,1705,4738
13559,5581,3866,143,9740
23458,6471,73382,56021,469098
5037,4148,32158,1437,40795
75951,22289,83734,27255,378201
67816,48201,845,511,1907
30080,21201,68181,29918,139183
14360,4451,40921,9636,163110
11,8,30707,20691,70673
8077,2201,9203,3109,45182
15039,1717,99607,49497,1305984
45446,23831,24498,19057,83059
4755,1558,97655,2819,306646
4291,837,21139,4195,129879
98987,8776,74537,37564,1264420
65487,50461,25037,12100,48196
99589,60495,53579,25080,129491
12552,2747,6293,2258,39072
35437,2137,5617,2069,127454
57911,9899,43616,37789,476234
23527,21984,65772,19571,91333
46070,41461,11509,4804,18127
8227,1322,30913,10447,257390
92095,75887,49289,23079,87825
27500,25821,88326,36637,133089
49189,10067,72385,10242,403729
50615,40062,28728,3203,40342
20202,4397,70567,37288,495539
30123,1768,91047,59659,2567713
95857,95829,26807,3307,30122
77697,1052,82934,54189,10127419
99661,38105,65015,46446,291519
41877,9257,32421,17890,227598
34077,5711,85517,63810,891020
71089,53467,79786,57453,182471
87840,73423,87053,68251,185799
46193,30332,1807,961,4215
29121,20447,70942,34803,150604
93007,40903,69904,55957,286188
88685,73088,9029,2638,14156
2355,1462,94972,41751,220234
17007,16541,69229,39728,112027
71765,8772,40512,33637,606624
79639,6283,19216,13301,412163
64276,20455,75062,73215,465933
10465,10054,93803,71865,172440
9247,6193,10351,2397,19035
29483,11277,80035,29953,287557
53011,1783,29079,25546,1624075
98280,93731,30536,29369,62812
93487,5640,81609,59660,2341634
11647,7837,46465,4638,75947
45544,1409,98313,46156,4669763
79225,45583,23594,5825,51132
91437,56338,92109,14828,173559
99133,67007,77421,10145,129548
47631,25631,88207,78978,310686
10249,8583,16970,16589,40073
86239,10534,13025,12796,211390
76675,2658,91297,83506,5042521
89575,67867,49451,36282,113156
80378,13755,8013,3014,64437
69920,5269,58415,47634,1407278
55602,42515,51801,12761,84436
4039,2069,13686,7195,40763
14043,1301,41259,15278,610260
93541,52224,13628,6007,35169
22609,6631,94828,1587,328736
49981,17255,96904,13141,318758
62393,31039,19935,9344,58855
78262,9101,64187,8760,627291
89083,59401,35458,16343,77685
31883,22799,49171,35156,117926
52695,22033,48499,1842,120398
51829,1600,93287,82465,5693157
36891,31379,18955,7589,31207
88840,61899,80353,9760,129333
71341,6632,84282,39313,1329522
91934,45473,86397,16715,208465
83617,18636,73246,11597,380679
50510,9983,42923,40538,422280
73177,55882,81907,56044,180646
70273,6288,45361,10567,625036
97630,18329,27556,7113,184665
98589,59015,14603,5608,33764
9771,7004,97487,22242,167029
55839,49796,48134,5773,60449
44963,7928,65604,47167,639571
20630,4099,32600,19153,260469
85633,65562,64074,29063,121650
72577,26176,23297,16521,110402
27897,5725,9584,227,47808
84761,57105,61848,21391,123552
88322,15997,20553,11372,176263
83519,18621,26327,21366,213912
87257,72640,6732,1525,9918
46961,34679,74575,9328,113618
72383,70520,87059,7923,97491
48203,33897,52124,37561,127536
7677,6779,51078,18625,78937
6854,4551,7304,375,11565
67507,67416,22571,1251,23854
69497,22420,27956,13269,127788
27674,6647,7498,6967,60224
77465,76959,97557,51842,150381
30962,8533,14880,10621,92531
59596,10791,48376,24623,403155
13926,8665,2074,145,3567
89863,55837,44021,22845,107613
98183,27221,1007,592,5768
95845,91782,86167,71053,164180
1330,397,85477,79180,551621
31766,2843,42739,13471,628057
27153,17632,48752,39447,135825
7481,4507,65741,16112,135865
51089,28684,39831,22114,110330
95485,9421,44666,2879,481884
47433,24547,73473,32069,203943
45113,15758,25939,6888,93979
42473,22321,5069,3594,16484
83533,12811,96493,46252,930757
74657,9363,92087,10928,821402
60427,39649,276,217,751
15943,9294,90019,78476,289038
96103,19567,11833,6769,91363
21055,15157,33333,11302,62003
81929,72210,99524,17853,133175
18713,15639,14577,1546,19292
32733,23162,41612,30911,102491
6142,5539,92240,30611,136225
25751,22807,35138,25545,68516
34391,30798,5761,3172,9976
39546,39089,74534,23475,99155
33113,30151,95329,32294,140161
606,11,45185,38189,4593149
9944,4997,4761,433,10336
75426,50191,13769,6647,30680
12715,2566,3167,1539,23320
22926,5197,11531,562,53347
36741,31616,3495,941,5155
82759,5378,2264,1553,58738
79336,6303,67707,14543,1035283
53922,4615,30433,15032,531216
18764,16275,9047,4371,15470
79605,9074,86336,4381,795848
60576,57535,81571,39570,127544
29058,24001,31179,16640,57895
42800,41693,43875,9658,54954
64462,15839,53741,48662,416762
27836,24321,12966,9995,26279
37096,3427,23727,22166,496774
49992,13085,79156,18339,372486
46447,13077,71635,59874,467094
19659,11053,48013,44161,163942
87950,23147,4802,3291,30750
43627,26274,94187,25267,198349
5449,2779,89761,7088,189899
53197,43694,34576,26257,74063
84331,52418,55048,22857,125335
74187,23243,11147,7091,58212
26847,2867,94757,34712,1212367
39958,18013,59475,36536,212980
88182,37585,2686,645,7815
77051,40336,94907,8027,196628
71969,65349,69889,45818,127428
58743,53266,6685,3789,11551
99027,78884,26580,18553,56658
98507,86665,14998,12481,31234
59547,46360,26407,4101,39186
78031,74172,60167,21709,86136
31857,11582,75375,67148,392018
42416,38971,16063,11476,29973
75794,26827,78253,76096,436081
88047,76838,76429,32528,124852
79042,6037,89256,10375,1304462
4071,176,87457,65966,3548779
98377,90508,89735,46044,147584
40616,1397,5565,4033,279050
1149,904,44096,13891,73702
46863,1714,75,16,2488
97378,64133,2641,1025,5567
37105,6632,24999,1864,150294
5797,4674,42657,42313,105385
82053,40129,81556,70685,311292
1295,842,53379,45130,151508
81631,23638,60114,995,211033
67349,32242,61687,53855,241351
21480,10229,96332,86023,382929
25435,19502,58637,44558,134589
433,402,98729,16442,124052
70339,50308,72087,33265,147300
44893,25184,17845,5604,41800
62333,16869,27380,14411,154423
64187,61098,19873,12919,34450
79649,61201,33016,4579,48928
19208,10525,16364,11123,50164
31025,33,74970,62243,129001010
17294,3549,58389,58322,568724
82069,53732,16254,7279,35943
67199,35162,36946,36781,140902
24427,16865,57154,2147,85890
79883,17914,85021,81185,741154
29671,13007,62183,52170,260857
2558,1737,46090,20881,98625
75189,59555,17502,5311,28802
20601,3908,2113,899,15878
2005,1803,32590,10763,48210
81908,56899,73952,20333,135727
98552,39295,53957,31313,213858
96165,361,88103,38093,33616727
21179,15281,73204,46699,166182
40575,5674,14993,10885,185055
59055,29758,47337,7273,108374
39102,28495,31232,11941,59243
73224,23753,27489,233,85460
75100,48049,47278,47055,147441
49053,1789,2381,1180,97640
2168,323,52729,10092,421659
23471,636,58598,38767,3593166
50559,24158,71100,43621,240094
70339,21352,92261,26892,392521
13777,9015,7292,4983,18759
37190,25343,80033,37343,172245
85357,81578,29273,2301,33037
68442,10433,83523,6608,591273
90537,20569,6423,931,32369
94448,41297,61485,3739,149170
57461,36629,13095,12487,40131
93558,1423,24421,23608,3157763
3561,716,20674,14151,173201
56627,20080,47251,31320,221576
36768,24011,43727,32526,116767
92237,51164,88475,76638,297661
97672,11141,21354,20573,367570
94739,23427,78955,56906,549423
24354,1195,4488,3631,165465
72750,10513,98962,95989,1349062
38551,19853,12,11,45
13611,13123,80725,68399,154669
49366,30967,11745,10123,34861
59533,7038,50383,39103,756944
97243,74685,96824,22597,155491
39722,17925,68493,40945,242516
26952,13939,9549,3904,26012
65767,9732,18878,13937,221757
9410,4071,59032,22103,187541
22528,6661,92027,16787,368017
9637,7924,87205,51647,168868
65659,60097,61816,37499,108507
47542,31831,56099,42863,147808
7551,1090,41126,24759,456420
4539,3325,41941,1846,59774
65833,22545,46667,30080,224106
94947,15601,25889,9588,215912
44471,39805,71614,30833,114456
80602,64883,92388,74053,206764
36348,197,49534,17603,12387288
39817,5203,75413,56781,1011641
71168,54345,94058,83005,231874
85793,78102,39343,3618,47192
7568,3353,23671,21546,102059
27166,3209,94193,4088,832005
40021,6008,92483,70190,1083611
65188,1231,99330,7753,5670615
36857,18633,31491,19163,100196
40379,16740,30203,7354,90592
33625,11356,15701,109,46813
25392,16961,92413,61268,230073
99755,49087,63121,12942,154576
49647,27058,69936,45119,211107
58443,39467,59379,35846,141009
89954,67021,7447,3944,15289
28732,12455,70783,57238,295327
40404,15517,24883,6741,82344
63353,61310,49727,45475,98375
97363,38018,82402,43391,322153
54157,27821,74526,65291,272171
39403,38459,3565,2177,5883
88719,72800,17508,13127,37334
35507,32383,71009,65525,149706
94952,62025,47410,21691,105785
60161,4293,93141,86581,2518578
25945,22997,32954,28057,68832
66310,28427,30543,2578,77259
27101,9602,95081,58760,434206
34623,30857,3267,1697,5570
44400,31699,45295,42491,122960
1081,479,21023,8340,66266
35386,27801,25297,13867,49849
33794,17813,33097,8834,79550
99642,55315,9524,1371,19626
18115,11059,84856,5515,148030
56308,41375,95698,63565,216744
88243,44981,90665,6579,190772
6226,2879,16382,4809,45826
5804,987,65617,46334,658322
59204,33951,23448,6205,51709
4168,2967,40231,23850,90020
27808,20805,67484,22987,120924
23729,15869,34477,14478,73203
24677,20677,89425,76379,197879
4549,859,31799,749,172364
53322,39419,47901,934,66059
36750,21739,15635,7538,39175
19351,10111,43723,37188,154852
96493,50803,85707,13388,188217
45717,24592,94481,92162,346972
4361,2987,36751,30468,98140
5644,277,156,83,4870
73059,32141,80439,14137,214979
11955,11548,8342,5883,14727
3235,1937,23529,3218,44670
43753,29478,65377,35261,149373
78539,76059,9670,117,10106
56051,22340,7105,4279,28562
88095,31093,1573,1484,8661
98031,7237,32356,1027,452200
22361,14240,98541,71212,266562
65441,12995,96637,45899,717791
27217,20256,12294,575,17291
55038,35915,91199,21188,172228
5316,2467,9674,2123,25420
49881,38953,61366,37981,127218
35227,33878,10475,9576,20850
96184,11993,54583,33126,703427
1053,656,78304,69951,237977
38462,19785,84031,67716,294996
37875,12611,14222,6983,63686
43737,8872,29791,14321,217463
17661,14047,4577,3624,10311
41915,19668,50038,7433,122478
5959,4874,69298,26071,116599
21312,19561,22731,7504,32941
18555,4838,94889,89148,705830
77419,2413,98805,6838,3389464
2810,819,83539,5384,305096
66943,43707,3829,689,6920
39794,7625,74353,27726,532738
83428,35583,1872,1241,7299
17912,7349,84808,2533,212879
25557,16244,78759,35189,179277
28895,15464,59390,17261,143225
18659,2216,66046,11869,656054
92703,77150,79031,67198,175708
22465,1238,40065,1817,759999
33164,19377,44417,19537,109458
81967,43985,28748,27315,104475
46243,16317,98143,80600,506565
93149,626,81407,37050,17626439
96767,28993,72203,13986,287664
37706,9687,41398,8671,194890
15653,9463,93877,7185,167169
29527,25561,93281,79752,199881
23152,23079,28637,7256,36006
24301,10043,96951,81487,431765
70233,25130,19456,7917,76502
17743,14908,58259,41641,118897
85123,76856,46549,41446,97461
58359,21853,41977,3660,121875
26731,11188,35444,19715,131789
6363,1046,82358,25923,658693
83197,75993,36599,6899,47622
78413,54351,67264,2151,100146
39911,20759,99375,62512,311242
25057,18383,62627,57184,163308
26135,3966,8633,5600,93792
20187,10208,33786,15719,97900
30826,23949,80271,43813,159714
2757,184,84083,80882,2471786
60267,34253,3992,3227,12701
20809,18323,65425,11523,87388
28652,12113,35873,33295,163609
89527,37332,49706,6521,134840
13001,1067,81300,21359,1250862
97441,75291,11742,1051,16557
89582,54911,28489,3524,52227
23781,19562,84931,29749,139414
78583,49905,9093,5269,22615
48344,29201,42,11,88
89245,80588,50449,28519,87451
88614,32135,30397,12484,118247
25301,594,35436,34085,2961196
33207,29711,6164,2795,10013
29187,26809,37721,23882,67067
73751,12194,49396,32311,494175
18453,8618,67451,15552,177728
35615,8939,83106,31345,455999
49475,29834,38837,10250,81404
16138,13605,83219,45500,152684
79267,56691,713,490,1682
28291,17379,75131,8156,135582
42508,38611,30132,23023,58520
34989,15248,97708,24085,279473
82419,26950,966,281,3814
91432,53465,84301,48786,227596
28429,2301,30645,10499,508336
9677,832,7643,5930,157867
54396,36775,96601,17248,168401
1537,692,61589,33007,210107
45181,44669,91197,59930,152859
37141,27056,50560,31951,113267
54751,44822,25352,12521,46262
21983,10950,18399,4205,45379
86415,52109,96187,57153,254291
89987,20085,74125,30984,470920
40348,13245,61712,9399,216625
33271,30084,81213,45853,140527
88343,72951,54881,33584,107130
8478,1481,39979,36165,435887
43175,24004,74921,11507,155455
90790,2183,53665,28864,3432344
93905,14771,80021,33696,722943
9374,1195,65150,22081,684271
70084,38837,74580,35603,198833
65522,41579,9019,5360,22659
73225,12052,52723,16924,423159
43047,16579,91931,17177,283296
15632,2511,68753,29312,610495
73014,42635,1303,236,2636
66544,57743,6387,2011,9678
95991,80669,97903,82197,214308
58378,34369,15895,3346,32682
25932,2107,49163,1027,617715
65881,50587,72153,26182,128065
12113,8481,93033,35944,184212
75151,65040,72553,38679,128523
58849,14439,9494,5319,60373
72212,42557,12955,3688,28240
77179,63508,80583,52805,162102
81030,9523,74159,59109,1133960
95647,31544,22396,18289,123364
10775,2682,8935,1987,43879
5586,1663,5216,1535,22677
84083,31564,91355,18028,291384
90916,87061,56354,11767,71138
95601,41845,69358,48181,268535
99653,96979,88328,60149,152571
1031,253,31159,2832,138517
75355,16194,40617,23023,296134
19787,13752,1297,13,1885
98803,64499,88883,50501,213516
76043,14252,37854,3973,223172
75675,18658,87749,5951,380038
3523,2356,27920,21063,73246
56154,48577,27269,24031,59302
19951,7221,86423,12503,273324
45469,22758,81145,48641,259304
98273,71044,80765,60022,194746
24004,19195,94349,78934,216696
77537,19396,7102,3143,40955
76163,27013,47693,1911,139859
68389,63636,45148,45129,97020
42953,13717,73723,20234,294214
67521,20578,12226,1659,45560
65047,60609,87503,62980,161502
56795,5469,64368,60029,1291850
2842,487,61213,37177,574177
10067,4439,93794,17427,252233
71697,12923,31601,6568,211762
97202,30425,40843,11345,166731
19387,2656,76012,4839,590158
22127,14603,69796,67161,207522
66049,9444,83992,50083,937688
98663,33025,42873,2005,134074
45589,41570,98435,88863,205406
84536,24933,98843,84187,620568
24853,3268,93715,32461,959563
78155,59916,44543,13795,76097
48667,8653,1463,775,12587
22454,8125,84764,16457,279732
12401,12132,78942,2491,83239
88521,33488,33194,11973,119393
40595,14346,82942,33405,329228
54515,18808,32905,7408,116848
96253,29433,40729,14319,180020
48025,39603,53572,34349,106618
68513,5308,91167,73709,2128136
6980,4189,99379,57209,260918
46099,8610,86485,75083,865055
18687,8948,71671,56671,268029
40772,37085,21716,20213,46098
78589,76001,3820,2053,6073
61743,54674,59954,8269,77044
27055,14964,17946,9673,49935
4707,4169,17635,5446,26059
54776,42347,31045,24337,71636
86279,23652,74374,71309,531430
18689,11404,15641,487,26431
1713,242,59001,54425,802888
56733,6839,63257,62765,1045417
48687,9275,32736,197,172875
26462,8319,47698,18667,211102
62633,3348,16014,1981,336643
39203,8042,96991,29912,618625
14689,13539,22726,4707,29763
3819,3784,98914,72869,173371
95567,44045,93750,91643,402258
47792,10499,49037,19062,309991
84969,78184,64889,64347,140452
16888,7913,80509,55841,291000
51609,935,14374,4955,1066899
46441,30366,96065,16663,172403
63117,52448,72043,3071,90394
46152,40721,22390,10133,36861
76072,8887,45104,27017,617350
5933,943,18078,3763,137415
46486,21181,16146,14011,66185
13267,9872,83492,8377,123463
23893,17732,29525,16642,62208
16207,10889,87663,60209,220091
43984,4807,85132,19477,957171
59094,7417,76329,61873,1101107
87829,1979,51991,3274,2452688
32416,3857,1420,989,20247
22619,514,21564,11539,1456725
94473,66104,22935,15649,55142
73313,59836,24603,3011,33834
42245,31396,91021,43410,180884
81895,5113,11888,11809,379555
10724,789,13513,4024,238361
18875,15216,29108,12341,51416
16731,11533,55312,50907,154093
1876,999,95177,28296,231867
30799,28525,96403,55708,164238
